0,1,2,3,4,5,6,7,8,9,10
265.0,270.5055557900254,270.8859012241021,270.89958878449596,270.8999223104928,270.8999284780512,270.8999285702506,270.8999285714099,270.8999285714226,270.8999285714226,270.8999285714286
265.0,270.5020609171336,270.8856467625845,270.8995794294123,270.8999220790219,270.8999284737156,270.899928570185,270.899928571409,270.89992857142255,270.89992857142255,270.8999285714286
265.0,270.49857067266623,270.8853902450657,270.8995699106887,270.89992184132274,270.8999284692226,270.8999285701164,270.8999285714081,270.8999285714225,270.8999285714225,270.8999285714286
265.0,270.49508504885057,270.88513167743554,270.8995602271364,270.8999215972903,270.8999284645679,270.8999285700447,270.89992857140714,270.89992857142244,270.89992857142244,270.8999285714286
265.0,270.4916040379286,270.8848710655695,270.89955037757244,270.89992134681916,270.89992845974734,270.8999285699698,270.8999285714061,270.8999285714224,270.8999285714224,270.8999285714286
265.0,270.4881276321569,270.884608415329,270.8995403608193,270.8999210898032,270.8999284547567,270.89992856989153,270.89992857140504,270.8999285714223,270.8999285714223,270.8999285714286
265.0,270.4846558238068,270.88434373256115,270.89953017570497,270.89992082613537,270.89992844959164,270.8999285698098,270.8999285714039,270.89992857142227,270.89992857142227,270.8999285714286
265.0,270.4811886051643,270.884077023099,270.8995198210631,270.8999205557083,270.89992844424773,270.8999285697245,270.8999285714027,270.8999285714222,270.8999285714222,270.8999285714286
265.0,270.47772596852985,270.8838082927615,270.89950929573286,270.8999202784138,270.89992843872045,270.8999285696356,270.89992857140146,270.89992857142215,270.89992857142215,270.8999285714286
265.0,270.4742679062187,270.88353754735346,270.8994985985589,270.899919994143,270.8999284330053,270.8999285695429,270.89992857140015,270.8999285714221,270.8999285714221,270.8999285714286
265.0,270.4708144105604,270.88326479266567,270.89948772839136,270.8999197027865,270.8999284270976,270.8999285694462,270.8999285713988,270.89992857142204,270.89992857142204,270.8999285714286
265.0,270.46736547389935,270.882990034475,270.89947668408587,270.89991940423414,270.8999284209928,270.8999285693455,270.89992857139737,270.8999285714219,270.899928571422,270.8999285714286
265.0,270.4639210885941,270.8827132785441,270.89946546450346,270.89991909837516,270.89992841468603,270.89992856924056,270.89992857139583,270.8999285714218,270.8999285714219,270.8999285714286
265.0,270.4604812470178,270.88243453062194,270.8994540685107,270.8999187850983,270.8999284081725,270.8999285691313,270.89992857139424,270.8999285714217,270.89992857142187,270.8999285714286
265.0,270.4570459415581,270.8821537964434,270.8994424949795,270.8999184642915,270.8999284014473,270.89992856901756,270.8999285713926,270.8999285714216,270.8999285714218,270.8999285714286
265.0,270.4536151646168,270.88187108172957,270.8994307427872,270.89991813584214,270.8999283945055,270.89992856889916,270.89992857139083,270.89992857142147,270.89992857142175,270.8999285714286
265.0,270.45018890861047,270.8815863921877,270.8994188108166,270.89991779963697,270.89992838734196,270.89992856877603,270.899928571389,270.89992857142136,270.8999285714217,270.8999285714286
265.0,270.4467671659696,270.88129973351124,270.8994066979557,270.8999174555622,270.8999283799517,270.899928568648,270.8999285713871,270.89992857142124,270.89992857142164,270.8999285714286
265.0,270.4433499291393,270.88101111137973,270.8993944030982,270.89991710350336,270.8999283723295,270.89992856851495,270.8999285713851,270.8999285714211,270.8999285714216,270.8999285714286
265.0,270.4399371905787,270.88072053145913,270.8993819251427,270.8999167433454,270.8999283644701,270.89992856837665,270.899928571383,270.899928571421,270.8999285714215,270.8999285714286
265.0,270.4365289427614,270.88042799940155,270.89936926299333,270.89991637497263,270.89992835636815,270.89992856823295,270.89992857138077,270.8999285714209,270.89992857142147,270.8999285714286
265.0,270.4331251781752,270.88013352084545,270.8993564155596,270.8999159982689,270.8999283480183,270.8999285680837,270.89992857137844,270.8999285714208,270.8999285714214,270.8999285714286
265.0,270.42972588932207,270.87983710141566,270.89934338175624,270.8999156131173,270.89992833941506,270.8999285679287,270.89992857137605,270.8999285714207,270.89992857142136,270.8999285714286
265.0,270.42633106871807,270.8795387467234,270.89933016050315,270.8999152194004,270.8999283305529,270.8999285677679,270.8999285713736,270.89992857142056,270.8999285714213,270.8999285714286
265.0,270.42294070889335,270.87923846236635,270.89931675072563,270.89991481700025,270.89992832142616,270.899928567601,270.89992857137105,270.89992857142045,270.89992857142124,270.8999285714286
265.0,270.4195548023924,270.8789362539284,270.8993031513541,270.89991440579826,270.8999283120292,270.89992856742793,270.8999285713683,270.89992857142033,270.8999285714212,270.8999285714286
265.0,270.4161733417736,270.8786321269802,270.8992893613243,270.8999139856752,270.8999283023562,270.89992856724837,270.8999285713655,270.8999285714202,270.8999285714211,270.8999285714286
265.0,270.41279631960947,270.87832608707873,270.8992753795771,270.89991355651136,270.8999282924014,270.89992856706226,270.8999285713625,270.8999285714201,270.89992857142107,270.8999285714286
265.0,270.4094237284865,270.8780181397677,270.8992612050585,270.89991311818653,270.8999282821588,270.8999285668694,270.89992857135945,270.89992857142,270.899928571421,270.8999285714286
265.0,270.4060555610052,270.87770829057706,270.89924683671984,270.89991267057985,270.89992827162246,270.8999285666695,270.8999285713562,270.8999285714199,270.89992857142096,270.8999285714286
265.0,270.40269180978004,270.87739654502366,270.8992322735175,270.8999122135699,270.8999282607862,270.8999285664624,270.89992857135286,270.89992857141976,270.8999285714209,270.8999285714286
265.0,270.3993324674394,270.87708290861093,270.899217514413,270.8999117470347,270.8999282496441,270.899928566248,270.89992857134934,270.89992857141965,270.89992857142084,270.8999285714286
265.0,270.39597752662564,270.8767673868288,270.8992025583729,270.89991127085176,270.89992823818983,270.8999285660259,270.89992857134564,270.89992857141954,270.8999285714208,270.8999285714286
265.0,270.3926269799949,270.87644998515407,270.899187404369,270.89991078489805,270.89992822641705,270.8999285657961,270.89992857134183,270.8999285714194,270.89992857142073,270.8999285714286
265.0,270.38928082021727,270.87613070905024,270.8991720513782,270.89991028905007,270.89992821431946,270.8999285655582,270.89992857133785,270.8999285714193,270.8999285714207,270.8999285714286
265.0,270.3859390399766,270.8758095639676,270.8991564983823,270.8999097831836,270.89992820189053,270.8999285653121,270.89992857133376,270.8999285714192,270.8999285714206,270.8999285714286
